"","Category","City","Country","Customer.Name","Discount","Number.of.Records","Order.Date","Order.ID","Postal.Code","Manufacturer","Product.Name","Profit","Quantity","Region","Sales","Segment","Ship.Date","Ship.Mode","State","Sub.Category"
"3549","Office Supplies","Houston","United States","Duane Benoit",0.8,1,"11/8/2016","CA-2016-111990",77095,"Wilson Jones","Wilson Jones Leather-Like Binders with DublLock Round Rings",-17.2854,6,"Central",10.476,"Consumer","11/13/2016","Standard Class","Texas","Binders"
"3550","Office Supplies","Houston","United States","Jeremy Ellison",0.8,1,"11/22/2017","US-2017-132577",77095,"ACCOHIDE","Accohide Poly Flexible Ring Binders",-6.732,6,"Central",4.488,"Consumer","11/27/2017","Standard Class","Texas","Binders"
"3551","Office Supplies","Houston","United States","Jeremy Ellison",0.8,1,"11/22/2017","US-2017-132577",77095,"Wilson Jones","Wilson Jones Impact Binders",-9.6348,6,"Central",6.216,"Consumer","11/27/2017","Standard Class","Texas","Binders"
"3552","Office Supplies","Chicago","United States","Julia West",0.8,1,"12/10/2016","CA-2016-106208",60610,"3M","3M Replacement Filter for Office Air Cleaner for 20' x 33' Room",-108.8304,7,"Central",53.088,"Consumer","12/15/2016","Standard Class","Illinois","Appliances"
"3553","Office Supplies","Chicago","United States","Dorothy Dickinson",0.8,1,"3/31/2015","US-2015-104759",60610,"Fellowes","Fellowes Black Plastic Comb Bindings",-13.8278,7,"Central",8.134,"Consumer","4/4/2015","Standard Class","Illinois","Binders"
"3554","Office Supplies","Austin","United States","Katrina Willman",0.8,1,"12/6/2016","US-2016-149692",78745,"Avery","Avery Reinforcements for Hole-Punch Pages",-4.851,7,"Central",2.772,"Consumer","12/12/2016","Standard Class","Texas","Binders"
"3555","Office Supplies","Huntsville","United States","Vivek Sundaresam",0.8,1,"1/7/2015","CA-2015-105417",77340,"Acco","Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",-18.2525,7,"Central",10.43,"Consumer","1/12/2015","Standard Class","Texas","Binders"
"3556","Office Supplies","Laredo","United States","Helen Andreada",0.8,1,"10/13/2017","CA-2017-154018",78041,"Avery","Avery Non-Stick Binders",-11.0005,7,"Central",6.286,"Consumer","10/19/2017","Standard Class","Texas","Binders"
"3557","Office Supplies","Frankfort","United States","Joel Eaton",0.8,1,"5/21/2016","US-2016-168914",60423,"Fellowes","Fellowes Basic Home/Office Series Surge Protectors",-52.9584,8,"Central",20.768,"Consumer","5/27/2016","Standard Class","Illinois","Appliances"
"3558","Office Supplies","San Antonio","United States","Peter Fuller",0.8,1,"4/7/2016","CA-2016-140025",78207,"Hoover","Hoover Upright Vacuum With Dirt Cup",-1181.2824,8,"Central",463.248,"Consumer","4/11/2016","Standard Class","Texas","Appliances"
"3559","Office Supplies","San Antonio","United States","Luke Foster",0.8,1,"7/26/2015","CA-2015-169019",78207,"GBC","GBC DocuBind P400 Electric Binding System",-3701.8928,8,"Central",2177.584,"Consumer","7/30/2015","Standard Class","Texas","Binders"
"3560","Office Supplies","Dallas","United States","Guy Armstrong",0.8,1,"12/25/2018","CA-2018-134194",75081,"Wilson Jones","Wilson Jones Legal Size Ring Binders",-59.373,9,"Central",39.582,"Consumer","1/1/2019","Standard Class","Texas","Binders"
"3561","Office Supplies","Houston","United States","Adrian Barton",0.8,1,"11/7/2016","CA-2016-163181",77041,"Avery","Avery Recycled Flexi-View Covers for Binding Systems",-51.296,10,"Central",32.06,"Consumer","11/12/2016","Standard Class","Texas","Binders"
"3562","Office Supplies","Huntsville","United States","Janet Martin",0.8,1,"1/1/2018","CA-2018-151750",77340,"Pressboard","Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",-22.6842,14,"Central",13.748,"Consumer","1/5/2018","Standard Class","Texas","Binders"
"3563","Office Supplies","New York City","United States","Greg Tran",0,1,"5/23/2015","US-2015-135881",10035,"Other","1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",56.2032,1,"East",208.16,"Consumer","5/27/2015","Standard Class","New York","Appliances"
"3564","Office Supplies","Meriden","United States","Erica Hackney",0,1,"9/25/2016","CA-2016-156510",6450,"Other","Turquoise Lead Holder with Pocket Clip",2.211,1,"East",6.7,"Consumer","9/29/2016","Standard Class","Connecticut","Art"
"3565","Office Supplies","Plainfield","United States","Eric Hoffmann",0,1,"7/2/2015","CA-2015-107594",7060,"Dixon","DIXON Ticonderoga Erasable Checking Pencils",2.1762,1,"East",5.58,"Consumer","7/6/2015","Standard Class","New Jersey","Art"
"3566","Office Supplies","New York City","United States","Darren Powers",0,1,"11/14/2017","CA-2017-166618",10035,"Boston","Boston Home & Office Model 2000 Electric Pencil Sharpeners",6.149,1,"East",23.65,"Consumer","11/18/2017","Standard Class","New York","Art"
"3567","Office Supplies","Rome","United States","Michael Moore",0,1,"4/22/2017","CA-2017-101329",13440,"Newell","Newell 32",0.8064,1,"East",2.88,"Consumer","4/29/2017","Standard Class","New York","Art"
"3568","Office Supplies","Auburn","United States","Tamara Manning",0,1,"9/12/2016","CA-2016-102016",13021,"Tyvek","Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",12.7746,1,"East",27.18,"Consumer","9/18/2016","Standard Class","New York","Envelopes"
"3569","Office Supplies","New York City","United States","Jamie Frazer",0,1,"9/24/2016","CA-2016-105508",10035,"Other","Blue String-Tie & Button Interoffice Envelopes, 10 x 13",17.991,1,"East",39.98,"Consumer","9/29/2016","Standard Class","New York","Envelopes"
"3570","Office Supplies","Burlington","United States","Raymond Messe",0,1,"1/19/2018","US-2018-127292",NA,"Poly","Poly String Tie Envelopes",0.9588,1,"East",2.04,"Consumer","1/23/2018","Standard Class","Vermont","Envelopes"
"3571","Office Supplies","Auburn","United States","Tamara Manning",0,1,"9/12/2016","CA-2016-102016",13021,"OIC","OIC Binder Clips, Mini, 1/4"" Capacity, Black",0.5828,1,"East",1.24,"Consumer","9/18/2016","Standard Class","New York","Fasteners"
"3572","Office Supplies","Lawrence","United States","Fred McMath",0,1,"12/9/2017","CA-2017-141082",1841,"Avery","Avery 517",1.7343,1,"East",3.69,"Consumer","12/13/2017","Standard Class","Massachusetts","Labels"
"3573","Office Supplies","Leominster","United States","Sung Shariari",0,1,"2/25/2016","CA-2016-154900",1453,"Avery","Avery 518",1.512,1,"East",3.15,"Consumer","3/1/2016","Standard Class","Massachusetts","Labels"
"3574","Office Supplies","Orange","United States","Kean Thornton",0,1,"4/29/2018","CA-2018-126718",7050,"Other","Color-Coded Legal Exhibit Labels",2.4059,1,"East",4.91,"Consumer","5/4/2018","Standard Class","New Jersey","Labels"
"3575","Office Supplies","New York City","United States","Chuck Sachs",0,1,"12/3/2018","CA-2018-148691",10009,"Avery","Avery 520",1.512,1,"East",3.15,"Consumer","12/9/2018","Standard Class","New York","Labels"
"3576","Office Supplies","Middletown","United States","Duane Benoit",0,1,"2/28/2018","CA-2018-101959",6457,"Southworth","Southworth 100% Résumé Paper, 24lb.",3.501,1,"East",7.78,"Consumer","3/6/2018","Standard Class","Connecticut","Paper"
"3577","Office Supplies","Newark","United States","Karl Braun",0,1,"8/26/2015","CA-2015-103331",19711,"Other","Avoid Verbal Orders Carbonless Minifold Book",1.5548,1,"East",3.38,"Consumer","9/1/2015","Standard Class","Delaware","Paper"
"3578","Office Supplies","Belleville","United States","Xylona Preis",0,1,"10/6/2018","CA-2018-118577",7109,"Xerox","Xerox 217",3.1104,1,"East",6.48,"Consumer","10/11/2018","Standard Class","New Jersey","Paper"
"3579","Office Supplies","New York City","United States","Speros Goranitis",0,1,"12/6/2016","US-2016-127040",10009,"Xerox","Xerox 219",3.1104,1,"East",6.48,"Consumer","12/10/2016","Standard Class","New York","Paper"
"3580","Office Supplies","New York City","United States","Russell Applegate",0,1,"9/30/2015","CA-2015-102008",10011,"Other","Tops Green Bar Computer Printout Paper",24.47,1,"East",48.94,"Consumer","10/4/2015","Standard Class","New York","Paper"
"3581","Office Supplies","New York City","United States","Jamie Frazer",0,1,"12/2/2017","US-2017-155103",10024,"Other","Green Bar Computer Printout Paper",26.9304,1,"East",54.96,"Consumer","12/7/2017","Standard Class","New York","Paper"
"3582","Office Supplies","Yonkers","United States","Karen Daniels",0,1,"3/1/2017","US-2017-143819",10701,"Easy-staple paper","Easy-staple paper",12.1348,1,"East",26.38,"Consumer","3/5/2017","Standard Class","New York","Paper"
"3583","Office Supplies","Burlington","United States","Raymond Messe",0,1,"1/19/2018","US-2018-127292",NA,"Xerox","Xerox 1881",5.7716,1,"East",12.28,"Consumer","1/23/2018","Standard Class","Vermont","Paper"
"3584","Office Supplies","Manchester","United States","Trudy Brown",0,1,"5/28/2016","CA-2016-149601",6040,"Acco","Acco Perma 4000 Stacking Storage Drawers",2.436,1,"East",16.24,"Consumer","6/3/2016","Standard Class","Connecticut","Storage"
"3585","Office Supplies","New York City","United States","Erin Mull",0,1,"11/13/2018","CA-2018-133620",10009,"Other","Personal Folder Holder, Ebony",3.363,1,"East",11.21,"Consumer","11/18/2018","Standard Class","New York","Storage"
"3586","Office Supplies","New York City","United States","Meg Tillman",0,1,"11/11/2018","CA-2018-154137",10009,"Belkin","Belkin OmniView SE Rackmount Kit",0,1,"East",35.48,"Consumer","11/17/2018","Standard Class","New York","Storage"
"3587","Office Supplies","New York City","United States","Bryan Davis",0,1,"11/11/2017","CA-2017-124667",10011,"SAFCO","Safco Steel Mobile File Cart",20.84,1,"East",83.36,"Consumer","11/16/2017","Standard Class","New York","Storage"
"3588","Office Supplies","New York City","United States","Pete Kriz",0,1,"12/14/2017","CA-2017-129126",10011,"Advantus","Advantus Rolling Storage Box",4.6305,1,"East",17.15,"Consumer","12/19/2017","Standard Class","New York","Storage"
"3589","Office Supplies","New York City","United States","Ken Lonsdale",0,1,"8/11/2015","CA-2015-154641",10035,"Tennsco","Tennsco Single-Tier Lockers",18.767,1,"East",375.34,"Consumer","8/16/2015","Standard Class","New York","Storage"
"3590","Office Supplies","Plainfield","United States","James Galang",0,1,"8/15/2018","CA-2018-138548",7060,"Fellowes","Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",25.4384,2,"East",97.84,"Consumer","8/21/2018","Standard Class","New Jersey","Appliances"
"3591","Office Supplies","Long Beach","United States","Natalie DeCherney",0,1,"11/19/2017","CA-2017-130778",11561,"Other","Disposable Triple-Filter Dust Bags",2.2724,2,"East",8.74,"Consumer","11/25/2017","Standard Class","New York","Appliances"
"3592","Office Supplies","New York City","United States","Annie Thurman",0,1,"7/17/2017","CA-2017-116603",10024,"Belkin","Belkin F5C206VTEL 6 Outlet Surge",13.788,2,"East",45.96,"Consumer","7/22/2017","Standard Class","New York","Appliances"
"3593","Office Supplies","New York City","United States","Sally Knutson",0,1,"4/23/2018","CA-2018-108553",10024,"Tripp Lite","Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection",35.3626,2,"East",121.94,"Consumer","4/29/2018","Standard Class","New York","Appliances"
"3594","Office Supplies","Waterbury","United States","Jeremy Farry",0,1,"1/20/2018","US-2018-120649",6708,"Newell","Newell 326",1.0208,2,"East",3.52,"Consumer","1/26/2018","Standard Class","Connecticut","Art"
"3595","Office Supplies","Newark","United States","Janet Lee",0,1,"6/5/2017","CA-2017-165169",19711,"Newell","Newell 314",2.79,2,"East",11.16,"Consumer","6/11/2017","Standard Class","Delaware","Art"
"3596","Office Supplies","Wilmington","United States","Ivan Liston",0,1,"2/6/2016","CA-2016-156482",19805,"Sanford","SANFORD Liquid Accent Tank-Style Highlighters",1.7608,2,"East",5.68,"Consumer","2/13/2016","Standard Class","Delaware","Art"
"3597","Office Supplies","Malden","United States","Christine Sundaresam",0,1,"3/17/2017","CA-2017-128111",2148,"Newell","Newell 345",10.3168,2,"East",39.68,"Consumer","3/23/2017","Standard Class","Massachusetts","Art"
"3598","Office Supplies","Lakewood","United States","Dave Brooks",0,1,"6/21/2015","CA-2015-128146",8701,"Other","OIC #2 Pencils, Medium Soft",1.0904,2,"East",3.76,"Consumer","6/25/2015","Standard Class","New Jersey","Art"
"3599","Office Supplies","Auburn","United States","Tamara Manning",0,1,"9/12/2016","CA-2016-102016",13021,"Binney & Smith","Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",3.0558,2,"East",9.26,"Consumer","9/18/2016","Standard Class","New York","Art"
"3600","Office Supplies","Long Beach","United States","Joni Wasserman",0,1,"8/7/2018","CA-2018-117023",11561,"Quartet","Quartet Omega Colored Chalk, 12/Pack",5.4896,2,"East",11.68,"Consumer","8/12/2018","Standard Class","New York","Art"
"3601","Office Supplies","New York City","United States","Doug Jacobs",0,1,"12/18/2018","CA-2018-115602",10009,"Sanford","Sanford Pocket Accent Highlighters",1.376,2,"East",3.2,"Consumer","12/24/2018","Standard Class","New York","Art"
"3602","Office Supplies","New York City","United States","Sarah Foster",0,1,"4/7/2017","CA-2017-132899",10009,"Newell","Newell 322",0.9828,2,"East",3.64,"Consumer","4/11/2017","Standard Class","New York","Art"
"3603","Office Supplies","New York City","United States","Bobby Odegard",0,1,"9/10/2016","CA-2016-136658",10024,"Other","Manco Dry-Lighter Erasable Highlighter",2.0672,2,"East",6.08,"Consumer","9/17/2016","Standard Class","New York","Art"
"3604","Office Supplies","New York City","United States","Karen Daniels",0,1,"9/2/2017","CA-2017-130407",10024,"Panasonic","Panasonic KP-150 Electric Pencil Sharpener",19.6248,2,"East",75.48,"Consumer","9/6/2017","Standard Class","New York","Art"
"3605","Office Supplies","New York City","United States","Kunst Miller",0,1,"4/19/2017","CA-2017-109666",10035,"BIC","BIC Brite Liner Grip Highlighters",1.476,2,"East",3.28,"Consumer","4/26/2017","Standard Class","New York","Art"
"3606","Office Supplies","New York City","United States","Kunst Miller",0,1,"4/19/2017","CA-2017-109666",10035,"Panasonic","Panasonic KP-380BK Classic Electric Pencil Sharpener",17.99,2,"East",71.96,"Consumer","4/26/2017","Standard Class","New York","Art"
"3607","Office Supplies","Meriden","United States","Erica Hackney",0,1,"9/25/2016","CA-2016-156510",6450,"Acco","Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",5.1648,2,"East",10.76,"Consumer","9/29/2016","Standard Class","Connecticut","Binders"
"3608","Office Supplies","Middletown","United States","Duane Benoit",0,1,"2/28/2018","CA-2018-101959",6457,"Pressboard","Pressboard Hanging Data Binders for Unburst Sheets",4.7232,2,"East",9.84,"Consumer","3/6/2018","Standard Class","Connecticut","Binders"
"3609","Office Supplies","Norwich","United States","Liz Willingham",0,1,"6/8/2018","CA-2018-117436",6360,"Wilson Jones","Wilson Jones Impact Binders",5.0764,2,"East",10.36,"Consumer","6/14/2018","Standard Class","Connecticut","Binders"
"3610","Office Supplies","Dover","United States","Lycoris Saunders",0,1,"11/14/2016","US-2016-111927",19901,"Avery","Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",9.3812,2,"East",19.96,"Consumer","11/19/2016","Standard Class","Delaware","Binders"
"3611","Office Supplies","Washington","United States","Toby Braunhardt",0,1,"5/26/2017","CA-2017-157266",20016,"Wilson Jones","Wilson Jones Turn Tabs Binder Tool for Ring Binders",4.4344,2,"East",9.64,"Consumer","6/1/2017","Standard Class","District of Columbia","Binders"
"3612","Office Supplies","Columbia","United States","Pierre Wener",0,1,"2/21/2016","CA-2016-162782",21044,"Fellowes","Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind",1270.99,2,"East",2541.98,"Consumer","2/27/2016","Standard Class","Maryland","Binders"
"3613","Office Supplies","Concord","United States","Sarah Brown",0,1,"9/25/2016","CA-2016-159779",3301,"GBC","GBC Prestige Therm-A-Bind Covers",32.2514,2,"East",68.62,"Consumer","9/29/2016","Standard Class","New Hampshire","Binders"
"3614","Office Supplies","Plainfield","United States","Richard Bierner",0,1,"12/11/2018","CA-2018-153871",7060,"Ibico","Ibico Ibimaster 300 Manual Binding System",331.191,2,"East",735.98,"Consumer","12/17/2018","Standard Class","New Jersey","Binders"
"3615","Office Supplies","New York City","United States","Eugene Barchas",0,1,"11/12/2016","US-2016-153283",10035,"Staple envelope","Staple envelope",7.3132,2,"East",15.56,"Consumer","11/18/2016","Standard Class","New York","Envelopes"
"3616","Office Supplies","New York City","United States","Kelly Andreada",0,1,"11/24/2018","CA-2018-168641",10035,"Other","Ames Color-File Green Diamond Border X-ray Mailers",78.9412,2,"East",167.96,"Consumer","12/1/2018","Standard Class","New York","Envelopes"
"3617","Office Supplies","New York City","United States","Irene Maddox",0,1,"6/23/2017","CA-2017-140501",10009,"OIC","Translucent Push Pins by OIC",1.4652,2,"East",3.96,"Consumer","6/28/2017","Standard Class","New York","Fasteners"
"3618","Office Supplies","New York City","United States","Maxwell Schwartz",0,1,"11/27/2015","CA-2015-119032",10035,"Other","Staples",1.316,2,"East",3.76,"Consumer","12/3/2015","Standard Class","New York","Fasteners"
"3619","Office Supplies","New York City","United States","Seth Vernon",0,1,"9/20/2018","CA-2018-100111",10035,"Advantus","Advantus Push Pins",1.7876,2,"East",4.36,"Consumer","9/26/2018","Standard Class","New York","Fasteners"
"3620","Office Supplies","Auburn","United States","Tamara Manning",0,1,"9/12/2016","CA-2016-102016",13021,"Avery","Avery 489",9.936,2,"East",20.7,"Consumer","9/18/2016","Standard Class","New York","Labels"
"3621","Office Supplies","New York City","United States","Philip Brown",0,1,"11/29/2015","US-2015-111353",10009,"Avery","Avery 485",11.7782,2,"East",25.06,"Consumer","12/6/2015","Standard Class","New York","Labels"
"3622","Office Supplies","New York City","United States","Pete Kriz",0,1,"12/14/2017","CA-2017-129126",10011,"Avery","Avery 474",2.8224,2,"East",5.76,"Consumer","12/19/2017","Standard Class","New York","Labels"
"3623","Office Supplies","New York City","United States","Rob Dowd",0,1,"1/29/2018","CA-2018-131653",10011,"Universal","Permanent Self-Adhesive File Folder Labels for Typewriters by Universal",2.4012,2,"East",5.22,"Consumer","2/5/2018","Standard Class","New York","Labels"
"3624","Office Supplies","Meriden","United States","Erica Hackney",0,1,"9/25/2016","CA-2016-156510",6450,"Xerox","Xerox Color Copier Paper, 11"" x 17"", Ream",21.0128,2,"East",45.68,"Consumer","9/29/2016","Standard Class","Connecticut","Paper"
"3625","Office Supplies","Middletown","United States","Roger Demir",0,1,"3/20/2018","US-2018-143770",6457,"Xerox","Xerox 1988",27.882,2,"East",61.96,"Consumer","3/24/2018","Standard Class","Connecticut","Paper"
"3626","Office Supplies","Washington","United States","Toby Braunhardt",0,1,"5/26/2017","CA-2017-157266",20016,"Other","Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",5.842,2,"East",12.7,"Consumer","6/1/2017","Standard Class","District of Columbia","Paper"
"3627","Office Supplies","Quincy","United States","Sanjit Chand",0,1,"1/15/2018","CA-2018-152961",2169,"Other","Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",5.842,2,"East",12.7,"Consumer","1/19/2018","Standard Class","Massachusetts","Paper"
"3628","Office Supplies","New York City","United States","Janet Martin",0,1,"3/29/2017","CA-2017-167556",10009,"Other","Memo Book, 100 Message Capacity, 5 3/8” x 11”",6.74,2,"East",13.48,"Consumer","4/2/2017","Standard Class","New York","Paper"
"3629","Office Supplies","New York City","United States","Giulietta Baptist",0,1,"3/8/2017","CA-2017-137337",10011,"Xerox","Xerox 1993",6.3504,2,"East",12.96,"Consumer","3/12/2017","Standard Class","New York","Paper"
"3630","Office Supplies","New York City","United States","Pete Kriz",0,1,"12/14/2017","CA-2017-129126",10011,"Strathmore","Strathmore Photo Frame Cards",6.7252,2,"East",14.62,"Consumer","12/19/2017","Standard Class","New York","Paper"
"3631","Office Supplies","New York City","United States","Harry Greene",0,1,"10/9/2018","CA-2018-141873",10024,"TOPS","TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",8.9206,2,"East",18.98,"Consumer","10/14/2018","Standard Class","New York","Paper"
"3632","Office Supplies","New York City","United States","Henia Zydlo",0,1,"9/14/2018","CA-2018-108931",10024,"Xerox","Xerox 1980",3.852,2,"East",8.56,"Consumer","9/19/2018","Standard Class","New York","Paper"
"3633","Office Supplies","New York City","United States","Henia Zydlo",0,1,"9/14/2018","CA-2018-108931",10024,"Xerox","Xerox 1987",5.6644,2,"East",11.56,"Consumer","9/19/2018","Standard Class","New York","Paper"
"3634","Office Supplies","New York City","United States","Barry Weirich",0,1,"5/25/2015","CA-2015-100391",10035,"Strathmore","Strathmore Photo Frame Cards",6.7252,2,"East",14.62,"Consumer","5/29/2015","Standard Class","New York","Paper"
"3635","Office Supplies","New York City","United States","Kelly Andreada",0,1,"11/24/2018","CA-2018-168641",10035,"Xerox","Xerox 214",6.2208,2,"East",12.96,"Consumer","12/1/2018","Standard Class","New York","Paper"
"3636","Office Supplies","New York City","United States","Luke Foster",0,1,"2/16/2018","CA-2018-118521",10035,"Xerox","Xerox 1912",18.2112,2,"East",37.94,"Consumer","2/20/2018","Standard Class","New York","Paper"
"3637","Office Supplies","New York City","United States","Mike Vittorini",0,1,"11/21/2017","CA-2017-114895",10035,"Xerox","Xerox 1975",6.3504,2,"East",12.96,"Consumer","11/28/2017","Standard Class","New York","Paper"
"3638","Office Supplies","New York City","United States","Peter Fuller",0,1,"9/17/2016","US-2016-126977",10035,"Other","Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",53.2608,2,"East",110.96,"Consumer","9/23/2016","Standard Class","New York","Paper"
"3639","Office Supplies","New York City","United States","Seth Vernon",0,1,"9/20/2018","CA-2018-100111",10035,"Adams","Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",6.3296,2,"East",13.76,"Consumer","9/26/2018","Standard Class","New York","Paper"
"3640","Office Supplies","Watertown","United States","Chris McAfee",0,1,"12/10/2017","CA-2017-144309",13601,"Wirebound","Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",8.7138,2,"East",18.54,"Consumer","12/16/2017","Standard Class","New York","Paper"
"3641","Office Supplies","Newark","United States","Janet Lee",0,1,"6/5/2017","CA-2017-165169",19711,"Standard","Standard Rollaway File with Lock",93.6988,2,"East",360.38,"Consumer","6/11/2017","Standard Class","Delaware","Storage"
"3642","Office Supplies","Auburn","United States","Tamara Manning",0,1,"9/12/2016","CA-2016-102016",13021,"Gould Plastics","Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",4.2392,2,"East",105.98,"Consumer","9/18/2016","Standard Class","New York","Storage"
"3643","Office Supplies","New York City","United States","Annie Thurman",0,1,"12/17/2018","CA-2018-103443",10009,"SAFCO","Safco Steel Mobile File Cart",41.68,2,"East",166.72,"Consumer","12/23/2018","Standard Class","New York","Storage"
"3644","Office Supplies","New York City","United States","Adrian Barton",0,1,"2/2/2017","CA-2017-147431",10011,"Belkin","Belkin 19"" Center-Weighted Shelf, Gray",5.898,2,"East",117.96,"Consumer","2/7/2017","Standard Class","New York","Storage"
"3645","Office Supplies","New York City","United States","Ben Wallace",0,1,"10/27/2017","CA-2017-116596",10011,"Rogers","Rogers Profile Extra Capacity Storage Tub",1.3392,2,"East",33.48,"Consumer","10/31/2017","Standard Class","New York","Storage"
"3646","Office Supplies","New York City","United States","Amy Hunt",0,1,"5/14/2018","CA-2018-115546",10035,"Other","X-Rack File for Hanging Folders",5.8708,2,"East",22.58,"Consumer","5/18/2018","Standard Class","New York","Storage"
"3647","Office Supplies","Yonkers","United States","Karen Daniels",0,1,"3/1/2017","US-2017-143819",10701,"Other","Adjustable Depth Letter/Legal Cart",105.2468,2,"East",362.92,"Consumer","3/5/2017","Standard Class","New York","Storage"
"3648","Office Supplies","New York City","United States","Greg Tran",0,1,"5/23/2015","US-2015-135881",10035,"Other","Letter Slitter",0.1512,2,"East",5.04,"Consumer","5/27/2015","Standard Class","New York","Supplies"
"3649","Office Supplies","New York City","United States","Kunst Miller",0,1,"4/19/2017","CA-2017-109666",10035,"Acme","Acme Kleen Earth Office Shears",2.2504,2,"East",7.76,"Consumer","4/26/2017","Standard Class","New York","Supplies"
"3650","Office Supplies","New York City","United States","Roy Französisch",0,1,"12/29/2016","CA-2016-130855",10035,"Acme","Acme Serrated Blade Letter Opener",0.0636,2,"East",6.36,"Consumer","1/5/2017","Standard Class","New York","Supplies"
"3651","Office Supplies","Norwich","United States","Ivan Gibson",0,1,"4/9/2016","CA-2016-101000",6360,"Honeywell","Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room",144.3546,3,"East",370.14,"Consumer","4/14/2016","Standard Class","Connecticut","Appliances"
"3652","Office Supplies","Long Beach","United States","Christy Brittain",0,1,"6/12/2017","CA-2017-139941",11561,"Bionaire","Bionaire 99.97% HEPA Air Cleaner",18.396,3,"East",52.56,"Consumer","6/17/2017","Standard Class","New York","Appliances"
"3653","Office Supplies","Long Beach","United States","Daniel Lacy",0,1,"11/1/2015","US-2015-137155",11561,"Kensington","Kensington 7 Outlet MasterPiece Power Center",154.8426,3,"East",533.94,"Consumer","11/5/2015","Standard Class","New York","Appliances"
"3654","Office Supplies","New York City","United States","Astrea Jones",0,1,"12/30/2015","CA-2015-131800",10035,"Kensington","Kensington 6 Outlet SmartSocket Surge Protector",30.735,3,"East",122.94,"Consumer","1/4/2016","Standard Class","New York","Appliances"
"3655","Office Supplies","Rochester","United States","Jay Fein",0,1,"2/4/2018","CA-2018-169474",14609,"Belkin","Belkin 6 Outlet Metallic Surge Strip",8.4942,3,"East",32.67,"Consumer","2/9/2018","Standard Class","New York","Appliances"
"3656","Office Supplies","Burlington","United States","Raymond Messe",0,1,"1/19/2018","US-2018-127292",NA,"Avanti","Avanti 4.4 Cu. Ft. Refrigerator",152.0232,3,"East",542.94,"Consumer","1/23/2018","Standard Class","Vermont","Appliances"
"3657","Office Supplies","Washington","United States","Greg Tran",0,1,"4/27/2016","CA-2016-124450",20016,"Staples in misc. colors","Staples in misc. colors",8.8686,3,"East",22.74,"Consumer","5/3/2016","Standard Class","District of Columbia","Art"
"3658","Office Supplies","Baltimore","United States","Eric Murdock",0,1,"12/12/2016","CA-2016-129042",21215,"Rogers","Rogers Handheld Barrel Pencil Sharpener",2.2194,3,"East",8.22,"Consumer","12/17/2016","Standard Class","Maryland","Art"
"3659","Office Supplies","Baltimore","United States","Stewart Visinsky",0,1,"2/13/2018","CA-2018-151176",21215,"Other","Barrel Sharpener",2.7846,3,"East",10.71,"Consumer","2/20/2018","Standard Class","Maryland","Art"
"3660","Office Supplies","Lawrence","United States","Carol Triggs",0,1,"5/7/2015","CA-2015-166086",1841,"Newell","Newell 335",2.5056,3,"East",8.64,"Consumer","5/12/2015","Standard Class","Massachusetts","Art"
"3661","Office Supplies","Freeport","United States","Karl Braun",0,1,"5/28/2016","CA-2016-131758",11520,"Boston","Boston 16701 Slimline Battery Pencil Sharpener",14.346,3,"East",47.82,"Consumer","6/1/2016","Standard Class","New York","Art"
"3662","Office Supplies","New York City","United States","Cari Schnelling",0,1,"6/30/2015","US-2015-121566",10011,"Sanford","Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",2.904,3,"East",6.6,"Consumer","7/6/2015","Standard Class","New York","Art"
"3663","Office Supplies","New York City","United States","Dan Campbell",0,1,"9/13/2015","CA-2015-145212",10011,"Newell","Newell 322",1.4742,3,"East",5.46,"Consumer","9/19/2015","Standard Class","New York","Art"
"3664","Office Supplies","New York City","United States","Jeremy Ellison",0,1,"11/27/2016","CA-2016-163762",10024,"Other","Peel-Off China Markers",12.5118,3,"East",29.79,"Consumer","12/1/2016","Standard Class","New York","Art"
"3665","Office Supplies","New York City","United States","Jessica Myrick",0,1,"4/17/2016","CA-2016-148712",10035,"Other","Barrel Sharpener",2.7846,3,"East",10.71,"Consumer","4/23/2016","Standard Class","New York","Art"
